data,pais,variavel,valor
2021-01-01,Portugal,"Inflação (%, anual)",1.26565719069044
2022-01-01,Portugal,"Inflação (%, anual)",7.83269124233323
2023-01-01,Portugal,"Inflação (%, anual)",4.31128191898672
2006-01-01,Qatar,"Inflação (%, anual)",11.8358096197431
2007-01-01,Qatar,"Inflação (%, anual)",13.7581625759964
2008-01-01,Qatar,"Inflação (%, anual)",15.0501451570333
2009-01-01,Qatar,"Inflação (%, anual)",-4.86327801622565
2010-01-01,Qatar,"Inflação (%, anual)",-2.42525675161714
2011-01-01,Qatar,"Inflação (%, anual)",1.13836623529202
2012-01-01,Qatar,"Inflação (%, anual)",2.31534853431661
2013-01-01,Qatar,"Inflação (%, anual)",3.22197756829293
2014-01-01,Qatar,"Inflação (%, anual)",3.34972085659523
2015-01-01,Qatar,"Inflação (%, anual)",1.8140772393776
2016-01-01,Qatar,"Inflação (%, anual)",2.6765917009819
2017-01-01,Qatar,"Inflação (%, anual)",0.394878914083005
2018-01-01,Qatar,"Inflação (%, anual)",0.255815382724408
2019-01-01,Qatar,"Inflação (%, anual)",-0.666641124861147
2020-01-01,Qatar,"Inflação (%, anual)",-2.5403150300476
2021-01-01,Qatar,"Inflação (%, anual)",2.30446565742003
2022-01-01,Qatar,"Inflação (%, anual)",4.99527553740761
2023-01-01,Qatar,"Inflação (%, anual)",3.02764899198902
2006-01-01,Saudi Arabia,"Inflação (%, anual)",2.20902407871182
2007-01-01,Saudi Arabia,"Inflação (%, anual)",4.16782330119979
2008-01-01,Saudi Arabia,"Inflação (%, anual)",9.87024791275994
2009-01-01,Saudi Arabia,"Inflação (%, anual)",5.05722314693633
2010-01-01,Saudi Arabia,"Inflação (%, anual)",5.33941680637454
2011-01-01,Saudi Arabia,"Inflação (%, anual)",5.82621608838862
2012-01-01,Saudi Arabia,"Inflação (%, anual)",2.86626887489915
2013-01-01,Saudi Arabia,"Inflação (%, anual)",3.53252470694918
2014-01-01,Saudi Arabia,"Inflação (%, anual)",2.23629031536978
2015-01-01,Saudi Arabia,"Inflação (%, anual)",1.20607322150109
2016-01-01,Saudi Arabia,"Inflação (%, anual)",2.06884036053473
2017-01-01,Saudi Arabia,"Inflação (%, anual)",-0.838194579675018
2018-01-01,Saudi Arabia,"Inflação (%, anual)",2.45814158007532
2019-01-01,Saudi Arabia,"Inflação (%, anual)",-2.09333333333329
2020-01-01,Saudi Arabia,"Inflação (%, anual)",3.44545825956692
2021-01-01,Saudi Arabia,"Inflação (%, anual)",3.06328988941547
2022-01-01,Saudi Arabia,"Inflação (%, anual)",2.4740737192537
2023-01-01,Saudi Arabia,"Inflação (%, anual)",2.32708518362692
2006-01-01,Senegal,"Inflação (%, anual)",2.1122858387711
2007-01-01,Senegal,"Inflação (%, anual)",5.85330428467687
2008-01-01,Senegal,"Inflação (%, anual)",7.34720236578404
2009-01-01,Senegal,"Inflação (%, anual)",-2.24802147855337
2010-01-01,Senegal,"Inflação (%, anual)",1.22868119673341
2011-01-01,Senegal,"Inflação (%, anual)",3.40322829786971
2012-01-01,Senegal,"Inflação (%, anual)",1.41822871177844
2013-01-01,Senegal,"Inflação (%, anual)",0.710245486695272
2014-01-01,Senegal,"Inflação (%, anual)",-1.09025507446895
2015-01-01,Senegal,"Inflação (%, anual)",0.13521193363526
2016-01-01,Senegal,"Inflação (%, anual)",0.837284942557434
2017-01-01,Senegal,"Inflação (%, anual)",1.3181531484778
2018-01-01,Senegal,"Inflação (%, anual)",0.460985642464282
2019-01-01,Senegal,"Inflação (%, anual)",1.76011151192938
2020-01-01,Senegal,"Inflação (%, anual)",2.54314685681652
2021-01-01,Senegal,"Inflação (%, anual)",2.18032278088147
2022-01-01,Senegal,"Inflação (%, anual)",9.69681899081073
2006-01-01,Serbia,"Inflação (%, anual)",11.7240229980834
2007-01-01,Serbia,"Inflação (%, anual)",6.39170644391413
2008-01-01,Serbia,"Inflação (%, anual)",12.410986775178
2009-01-01,Serbia,"Inflação (%, anual)",8.11695092238082
2010-01-01,Serbia,"Inflação (%, anual)",6.14255360247248
2011-01-01,Serbia,"Inflação (%, anual)",11.1373976342129
2012-01-01,Serbia,"Inflação (%, anual)",7.33038589596646
2013-01-01,Serbia,"Inflação (%, anual)",7.69426362896655
2014-01-01,Serbia,"Inflação (%, anual)",2.08244793880154
2015-01-01,Serbia,"Inflação (%, anual)",1.39235822000187
2016-01-01,Serbia,"Inflação (%, anual)",1.12231397417769
2017-01-01,Serbia,"Inflação (%, anual)",3.13106248590115
2018-01-01,Serbia,"Inflação (%, anual)",1.95984076293801
2019-01-01,Serbia,"Inflação (%, anual)",1.84922984511086
2020-01-01,Serbia,"Inflação (%, anual)",1.57553290083415
2021-01-01,Serbia,"Inflação (%, anual)",4.08510285335102
2022-01-01,Serbia,"Inflação (%, anual)",11.9815117344703
2023-01-01,Serbia,"Inflação (%, anual)",12.3719043552519
2006-01-01,Tunisia,"Inflação (%, anual)",3.22525337438917
2007-01-01,Tunisia,"Inflação (%, anual)",2.96694432477349
2008-01-01,Tunisia,"Inflação (%, anual)",4.34502807623045
2009-01-01,Tunisia,"Inflação (%, anual)",3.66490330642919
2010-01-01,Tunisia,"Inflação (%, anual)",3.33897963601069
2011-01-01,Tunisia,"Inflação (%, anual)",3.24002842009531
2012-01-01,Tunisia,"Inflação (%, anual)",4.6118443220664
2013-01-01,Tunisia,"Inflação (%, anual)",5.31623531326689
2014-01-01,Tunisia,"Inflação (%, anual)",4.62555099534031
2015-01-01,Tunisia,"Inflação (%, anual)",4.437371273215
2016-01-01,Tunisia,"Inflação (%, anual)",3.62939937384381
2017-01-01,Tunisia,"Inflação (%, anual)",5.30884839565844
2018-01-01,Tunisia,"Inflação (%, anual)",7.30759176031652
2019-01-01,Tunisia,"Inflação (%, anual)",6.72007532863799
2020-01-01,Tunisia,"Inflação (%, anual)",5.63415115897625
2021-01-01,Tunisia,"Inflação (%, anual)",5.706350208307
2022-01-01,Tunisia,"Inflação (%, anual)",8.30646124447623
2023-01-01,Tunisia,"Inflação (%, anual)",9.32899597507865
2006-01-01,Uruguay,"Inflação (%, anual)",6.39764974385131
2007-01-01,Uruguay,"Inflação (%, anual)",8.11464561179313
2008-01-01,Uruguay,"Inflação (%, anual)",7.87707374730888
2009-01-01,Uruguay,"Inflação (%, anual)",7.06221874388574
2010-01-01,Uruguay,"Inflação (%, anual)",6.69870886978132
2011-01-01,Uruguay,"Inflação (%, anual)",8.0928320630299
2012-01-01,Uruguay,"Inflação (%, anual)",8.09776580573602
2013-01-01,Uruguay,"Inflação (%, anual)",8.57513504005397
2014-01-01,Uruguay,"Inflação (%, anual)",8.87735333229828
2015-01-01,Uruguay,"Inflação (%, anual)",8.66626987079328
2016-01-01,Uruguay,"Inflação (%, anual)",9.6394134763508
2017-01-01,Uruguay,"Inflação (%, anual)",6.2180938256186
2018-01-01,Uruguay,"Inflação (%, anual)",7.60653360377047
2019-01-01,Uruguay,"Inflação (%, anual)",7.88198870879619
2020-01-01,Uruguay,"Inflação (%, anual)",9.75640636078194
2021-01-01,Uruguay,"Inflação (%, anual)",7.74791402314762
2022-01-01,Uruguay,"Inflação (%, anual)",9.10437983075437
2023-01-01,Uruguay,"Inflação (%, anual)",5.86910359896119
2006-01-01,United States,"Inflação (%, anual)",3.22594410070406
2007-01-01,United States,"Inflação (%, anual)",2.85267248150136
2008-01-01,United States,"Inflação (%, anual)",3.83910029665096
2009-01-01,United States,"Inflação (%, anual)",-0.355546266299717
2010-01-01,United States,"Inflação (%, anual)",1.64004344238988
2011-01-01,United States,"Inflação (%, anual)",3.15684156862202
2012-01-01,United States,"Inflação (%, anual)",2.06933726526057
2013-01-01,United States,"Inflação (%, anual)",1.46483265562717
2014-01-01,United States,"Inflação (%, anual)",1.62222297740827
2015-01-01,United States,"Inflação (%, anual)",0.118627135552451
2016-01-01,United States,"Inflação (%, anual)",1.26158320570527
2017-01-01,United States,"Inflação (%, anual)",2.1301100036598
2018-01-01,United States,"Inflação (%, anual)",2.44258329692807
2019-01-01,United States,"Inflação (%, anual)",1.81221007526012
2020-01-01,United States,"Inflação (%, anual)",1.23358439630638
2021-01-01,United States,"Inflação (%, anual)",4.69785886363742
2022-01-01,United States,"Inflação (%, anual)",8.00279982052121
2023-01-01,United States,"Inflação (%, anual)",4.11633838374488
2010-01-01,Argentina,"Juros (%, depósito)",9.16684206720562
2011-01-01,Argentina,"Juros (%, depósito)",10.6791717588966
2012-01-01,Argentina,"Juros (%, depósito)",12.0234954622098
2013-01-01,Argentina,"Juros (%, depósito)",14.8544545942618
2014-01-01,Argentina,"Juros (%, depósito)",20.4176836843299
2015-01-01,Argentina,"Juros (%, depósito)",21.169148538645
2016-01-01,Argentina,"Juros (%, depósito)",24.2799621369518
2017-01-01,Argentina,"Juros (%, depósito)",18.9997425636825
2018-01-01,Argentina,"Juros (%, depósito)",31.9214014101395
2019-01-01,Argentina,"Juros (%, depósito)",47.2867933045233
2020-01-01,Argentina,"Juros (%, depósito)",29.3201379160418
2021-01-01,Argentina,"Juros (%, depósito)",33.5453268260542
2022-01-01,Argentina,"Juros (%, depósito)",52.4166674494502
2023-01-01,Argentina,"Juros (%, depósito)",95.4141278254552
2006-01-01,Australia,"Juros (%, depósito)",4.0625
2007-01-01,Australia,"Juros (%, depósito)",4.52916666666667
2008-01-01,Australia,"Juros (%, depósito)",4.725
2009-01-01,Australia,"Juros (%, depósito)",3.07916666666667
2010-01-01,Australia,"Juros (%, depósito)",4.2125
2011-01-01,Australia,"Juros (%, depósito)",4.3375
2012-01-01,Australia,"Juros (%, depósito)",3.91666666666667
2013-01-01,Australia,"Juros (%, depósito)",3.25
2014-01-01,Australia,"Juros (%, depósito)",2.90416666666667
2015-01-01,Australia,"Juros (%, depósito)",2.30416666666667
2016-01-01,Australia,"Juros (%, depósito)",2.14166666666667
2017-01-01,Australia,"Juros (%, depósito)",2.00833333333333
2018-01-01,Australia,"Juros (%, depósito)",1.97916666666667
2019-01-01,Australia,"Juros (%, depósito)",1.55833333333333
2006-01-01,Brazil,"Juros (%, depósito)",13.9324026747455
2007-01-01,Brazil,"Juros (%, depósito)",10.5772525709938
2008-01-01,Brazil,"Juros (%, depósito)",11.6553322573294
2009-01-01,Brazil,"Juros (%, depósito)",9.2788317677565
2010-01-01,Brazil,"Juros (%, depósito)",8.87043931667786
2011-01-01,Brazil,"Juros (%, depósito)",10.9923648153524
2012-01-01,Brazil,"Juros (%, depósito)",7.90746650160068
2013-01-01,Brazil,"Juros (%, depósito)",7.80710378657161
2014-01-01,Brazil,"Juros (%, depósito)",10.0236351018781
2015-01-01,Brazil,"Juros (%, depósito)",12.6224588389549
2016-01-01,Brazil,"Juros (%, depósito)",12.4457643794587
2017-01-01,Brazil,"Juros (%, depósito)",8.5135331985483
2018-01-01,Brazil,"Juros (%, depósito)",6.87215891261149
2019-01-01,Brazil,"Juros (%, depósito)",5.43017528327146
2020-01-01,Brazil,"Juros (%, depósito)",2.19642732968407
2021-01-01,Brazil,"Juros (%, depósito)",4.348053883505
2022-01-01,Brazil,"Juros (%, depósito)",11.9994080248066
2023-01-01,Brazil,"Juros (%, depósito)",12.1387656731678
2006-01-01,Canada,"Juros (%, depósito)",1.825
2007-01-01,Canada,"Juros (%, depósito)",2.08333333333333
2008-01-01,Canada,"Juros (%, depósito)",1.5
2009-01-01,Canada,"Juros (%, depósito)",0.0958333333333333
2010-01-01,Canada,"Juros (%, depósito)",0.2
2011-01-01,Canada,"Juros (%, depósito)",0.475
2012-01-01,Canada,"Juros (%, depósito)",0.483333333333333
2013-01-01,Canada,"Juros (%, depósito)",0.55
2014-01-01,Canada,"Juros (%, depósito)",0.55
2015-01-01,Canada,"Juros (%, depósito)",0.075
2016-01-01,Canada,"Juros (%, depósito)",0.1
2017-01-01,Canada,"Juros (%, depósito)",0.1
2008-01-01,Switzerland,"Juros (%, depósito)",1.80583333333333
2009-01-01,Switzerland,"Juros (%, depósito)",0.0916666666666667
2010-01-01,Switzerland,"Juros (%, depósito)",0.0716666666666667
2011-01-01,Switzerland,"Juros (%, depósito)",0.0558333333333333
2012-01-01,Switzerland,"Juros (%, depósito)",0.0383333333333333
2013-01-01,Switzerland,"Juros (%, depósito)",0.0333333333333333
2014-01-01,Switzerland,"Juros (%, depósito)",0.0291666666666667
2015-01-01,Switzerland,"Juros (%, depósito)",-0.1425
2016-01-01,Switzerland,"Juros (%, depósito)",-0.200833333333333
2017-01-01,Switzerland,"Juros (%, depósito)",-0.271760460833333
2018-01-01,Switzerland,"Juros (%, depósito)",-0.315815475833333
2019-01-01,Switzerland,"Juros (%, depósito)",-0.351080896666667
2020-01-01,Switzerland,"Juros (%, depósito)",-0.383657405833333
2021-01-01,Switzerland,"Juros (%, depósito)",-0.4185307025
2022-01-01,Switzerland,"Juros (%, depósito)",-0.1522561575
2023-01-01,Switzerland,"Juros (%, depósito)",1.09207704666667
2006-01-01,Cameroon,"Juros (%, depósito)",4.33333333333333
2007-01-01,Cameroon,"Juros (%, depósito)",4.25
2008-01-01,Cameroon,"Juros (%, depósito)",3.75
2009-01-01,Cameroon,"Juros (%, depósito)",3.25
2010-01-01,Cameroon,"Juros (%, depósito)",3.25
2011-01-01,Cameroon,"Juros (%, depósito)",3.25
2012-01-01,Cameroon,"Juros (%, depósito)",3.25
2013-01-01,Cameroon,"Juros (%, depósito)",3.20833333333333
2014-01-01,Cameroon,"Juros (%, depósito)",2.6
2015-01-01,Cameroon,"Juros (%, depósito)",2.45
2016-01-01,Cameroon,"Juros (%, depósito)",2.45
2017-01-01,Cameroon,"Juros (%, depósito)",2.45
2018-01-01,Cameroon,"Juros (%, depósito)",2.45
2006-01-01,Costa Rica,"Juros (%, depósito)",9.77166666666667
2007-01-01,Costa Rica,"Juros (%, depósito)",6.35083333333333
2008-01-01,Costa Rica,"Juros (%, depósito)",4.15
2009-01-01,Costa Rica,"Juros (%, depósito)",6.95916666666667
2010-01-01,Costa Rica,"Juros (%, depósito)",5.32333333333333
2011-01-01,Costa Rica,"Juros (%, depósito)",4.00916666666667
2012-01-01,Costa Rica,"Juros (%, depósito)",4.73861111111111
2013-01-01,Costa Rica,"Juros (%, depósito)",3.8775
2014-01-01,Costa Rica,"Juros (%, depósito)",3.32277777777778
2015-01-01,Costa Rica,"Juros (%, depósito)",2.37083333333333
2016-01-01,Costa Rica,"Juros (%, depósito)",1.2125
2017-01-01,Costa Rica,"Juros (%, depósito)",2.79433333333333
2018-01-01,Costa Rica,"Juros (%, depósito)",4.01572786111484
2019-01-01,Costa Rica,"Juros (%, depósito)",4.63510715625992
2020-01-01,Costa Rica,"Juros (%, depósito)",2.58321623
2021-01-01,Costa Rica,"Juros (%, depósito)",1.6071339575
2022-01-01,Costa Rica,"Juros (%, depósito)",3.07218076166667
2023-01-01,Costa Rica,"Juros (%, depósito)",5.074694915
2007-01-01,Ecuador,"Juros (%, depósito)",4.83
2008-01-01,Ecuador,"Juros (%, depósito)",4.865
2009-01-01,Ecuador,"Juros (%, depósito)",4.78
2010-01-01,Ecuador,"Juros (%, depósito)",3.9025
2011-01-01,Ecuador,"Juros (%, depósito)",3.84416666666667
2012-01-01,Ecuador,"Juros (%, depósito)",3.89
2013-01-01,Ecuador,"Juros (%, depósito)",3.89
2014-01-01,Ecuador,"Juros (%, depósito)",4.0275
2015-01-01,Ecuador,"Juros (%, depósito)",4.375
2016-01-01,Ecuador,"Juros (%, depósito)",4.77083333333333
2017-01-01,Ecuador,"Juros (%, depósito)",3.49583333333333
2018-01-01,Ecuador,"Juros (%, depósito)",3.62666666666667
2019-01-01,Ecuador,"Juros (%, depósito)",4.435
2020-01-01,Ecuador,"Juros (%, depósito)",4.77583333333333
2021-01-01,Ecuador,"Juros (%, depósito)",4.1625
2022-01-01,Ecuador,"Juros (%, depósito)",4.15916666666667
2023-01-01,Ecuador,"Juros (%, depósito)",5.86333333333333
2006-01-01,France,"Juros (%, depósito)",2.4375
2007-01-01,France,"Juros (%, depósito)",2.85416666666667
2008-01-01,France,"Juros (%, depósito)",3.66666666666667
2009-01-01,France,"Juros (%, depósito)",1.91666666666667
2010-01-01,France,"Juros (%, depósito)",1.45833333333333
2011-01-01,France,"Juros (%, depósito)",2.08333333333333
2012-01-01,France,"Juros (%, depósito)",2.25
2013-01-01,France,"Juros (%, depósito)",1.59666666666667
2014-01-01,France,"Juros (%, depósito)",1.14583333333333
2015-01-01,France,"Juros (%, depósito)",0.895833333333333
2016-01-01,France,"Juros (%, depósito)",0.7575
2017-01-01,France,"Juros (%, depósito)",0.791666666666667
2006-01-01,Ghana,"Juros (%, depósito)",8.88541666666667
2007-01-01,Ghana,"Juros (%, depósito)",8.89583333333333
2008-01-01,Ghana,"Juros (%, depósito)",11.285
2009-01-01,Ghana,"Juros (%, depósito)",17.0641666666667
2010-01-01,Ghana,"Juros (%, depósito)",12.8783333333333
2011-01-01,Ghana,"Juros (%, depósito)",8.90833333333333
2012-01-01,Ghana,"Juros (%, depósito)",10.05
2013-01-01,Ghana,"Juros (%, depósito)",12.35
2014-01-01,Ghana,"Juros (%, depósito)",12.9041666666667
2015-01-01,Ghana,"Juros (%, depósito)",13.3391666666667
2016-01-01,Ghana,"Juros (%, depósito)",13.0416666666667
2017-01-01,Ghana,"Juros (%, depósito)",14.0625
2018-01-01,Ghana,"Juros (%, depósito)",12.0833333333333
2019-01-01,Ghana,"Juros (%, depósito)",11.5
2020-01-01,Ghana,"Juros (%, depósito)",11.5
2021-01-01,Ghana,"Juros (%, depósito)",11.5
2022-01-01,Ghana,"Juros (%, depósito)",12.0520833333333
2023-01-01,Ghana,"Juros (%, depósito)",11.4166666666667
2006-01-01,Croatia,"Juros (%, depósito)",1.715
2007-01-01,Croatia,"Juros (%, depósito)",2.33583333333333
2008-01-01,Croatia,"Juros (%, depósito)",2.82
2009-01-01,Croatia,"Juros (%, depósito)",3.20333333333333
2010-01-01,Croatia,"Juros (%, depósito)",1.7575
2011-01-01,Croatia,"Juros (%, depósito)",1.6975
2012-01-01,Croatia,"Juros (%, depósito)",1.88166666666667
2013-01-01,Croatia,"Juros (%, depósito)",1.52083333333333
2014-01-01,Croatia,"Juros (%, depósito)",1.35333333333333
2006-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",11.56
2007-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",11.6014212321463
2008-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",13.3048512276057
2009-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",13.14
2010-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",11.94
2011-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",11.1615765030269
2012-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",14.8118430175014
2013-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",14.7627730560652
2014-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",16.9421072305273
2015-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",16.3
2016-01-01,"Iran, Islamic Rep.","Juros (%, depósito)",12.8
2006-01-01,Japan,"Juros (%, depósito)",0.68275
2007-01-01,Japan,"Juros (%, depósito)",0.808166666666667
2008-01-01,Japan,"Juros (%, depósito)",0.58875
2009-01-01,Japan,"Juros (%, depósito)",0.434916666666667
2010-01-01,Japan,"Juros (%, depósito)",0.500083333333333
2011-01-01,Japan,"Juros (%, depósito)",0.461583333333333
2012-01-01,Japan,"Juros (%, depósito)",0.478
2013-01-01,Japan,"Juros (%, depósito)",0.542166666666667
2014-01-01,Japan,"Juros (%, depósito)",0.41525
2015-01-01,Japan,"Juros (%, depósito)",0.40625
2016-01-01,Japan,"Juros (%, depósito)",0.300416666666667
2017-01-01,Japan,"Juros (%, depósito)",0.320666666666667
2006-01-01,"Korea, Rep.","Juros (%, depósito)",4.50333333333333
2007-01-01,"Korea, Rep.","Juros (%, depósito)",5.17416666666667
2008-01-01,"Korea, Rep.","Juros (%, depósito)",5.87083333333333
2009-01-01,"Korea, Rep.","Juros (%, depósito)",3.4825
2010-01-01,"Korea, Rep.","Juros (%, depósito)",3.85666666666667
2011-01-01,"Korea, Rep.","Juros (%, depósito)",4.1525
2012-01-01,"Korea, Rep.","Juros (%, depósito)",3.70083333333333
2013-01-01,"Korea, Rep.","Juros (%, depósito)",2.89083333333333
2014-01-01,"Korea, Rep.","Juros (%, depósito)",2.53583333333333
2015-01-01,"Korea, Rep.","Juros (%, depósito)",1.80916666666667
2016-01-01,"Korea, Rep.","Juros (%, depósito)",1.5575
2017-01-01,"Korea, Rep.","Juros (%, depósito)",1.67
2018-01-01,"Korea, Rep.","Juros (%, depósito)",2.02583333333333
2019-01-01,"Korea, Rep.","Juros (%, depósito)",1.8525
2020-01-01,"Korea, Rep.","Juros (%, depósito)",1.16083333333333
2021-01-01,"Korea, Rep.","Juros (%, depósito)",1.19666666666667
2022-01-01,"Korea, Rep.","Juros (%, depósito)",3.12166666666667
2023-01-01,"Korea, Rep.","Juros (%, depósito)",3.84416666666667
2006-01-01,Morocco,"Juros (%, depósito)",3.66666666666667
2007-01-01,Morocco,"Juros (%, depósito)",3.66916666666667
2008-01-01,Morocco,"Juros (%, depósito)",3.91416666666667
2009-01-01,Morocco,"Juros (%, depósito)",3.80916666666667
2010-01-01,Morocco,"Juros (%, depósito)",3.69416666666667
2011-01-01,Morocco,"Juros (%, depósito)",3.75666666666667
2012-01-01,Morocco,"Juros (%, depósito)",3.83416666666667
2013-01-01,Morocco,"Juros (%, depósito)",3.91416666666667
2014-01-01,Morocco,"Juros (%, depósito)",3.8925
2015-01-01,Morocco,"Juros (%, depósito)",3.80166666666667
2016-01-01,Morocco,"Juros (%, depósito)",3.4625
2017-01-01,Morocco,"Juros (%, depósito)",3.1225
2018-01-01,Morocco,"Juros (%, depósito)",3.08916666666667
2019-01-01,Morocco,"Juros (%, depósito)",3.01166666666667
2020-01-01,Morocco,"Juros (%, depósito)",2.86583333333333
2021-01-01,Morocco,"Juros (%, depósito)",2.56833333333333
2022-01-01,Morocco,"Juros (%, depósito)",2.4775
2023-01-01,Morocco,"Juros (%, depósito)",2.78666666666667
2006-01-01,Mexico,"Juros (%, depósito)",3.29666666666667
2007-01-01,Mexico,"Juros (%, depósito)",3.205
2008-01-01,Mexico,"Juros (%, depósito)",3.0425
2009-01-01,Mexico,"Juros (%, depósito)",2.01083333333333
2010-01-01,Mexico,"Juros (%, depósito)",1.2125
2011-01-01,Mexico,"Juros (%, depósito)",0.955833333333333
2012-01-01,Mexico,"Juros (%, depósito)",1.08166666666667
2013-01-01,Mexico,"Juros (%, depósito)",1.33166666666667
2014-01-01,Mexico,"Juros (%, depósito)",0.84
2015-01-01,Mexico,"Juros (%, depósito)",0.589166666666667
2016-01-01,Mexico,"Juros (%, depósito)",1.2875
2017-01-01,Mexico,"Juros (%, depósito)",2.69583333333333
2018-01-01,Mexico,"Juros (%, depósito)",3.27083333333333
2019-01-01,Mexico,"Juros (%, depósito)",3.52666666666667
2020-01-01,Mexico,"Juros (%, depósito)",1.46333333333333
2021-01-01,Mexico,"Juros (%, depósito)",0.851666666666667
2022-01-01,Mexico,"Juros (%, depósito)",2.57333333333333
2023-01-01,Mexico,"Juros (%, depósito)",4.76916666666667
2006-01-01,Netherlands,"Juros (%, depósito)",2.9822
2007-01-01,Netherlands,"Juros (%, depósito)",3.8892
2008-01-01,Netherlands,"Juros (%, depósito)",4.37083333333333
2009-01-01,Netherlands,"Juros (%, depósito)",2.59751666666667
2010-01-01,Netherlands,"Juros (%, depósito)",2.347175
2011-01-01,Netherlands,"Juros (%, depósito)",2.60671666666667
2012-01-01,Netherlands,"Juros (%, depósito)",2.73704166666667
2013-01-01,Netherlands,"Juros (%, depósito)",2.44
2006-01-01,Qatar,"Juros (%, depósito)",4.23166666666667
2007-01-01,Qatar,"Juros (%, depósito)",4.425
2008-01-01,Qatar,"Juros (%, depósito)",2.965
2009-01-01,Qatar,"Juros (%, depósito)",4.23666666666667
2010-01-01,Qatar,"Juros (%, depósito)",2.89854191794078
2011-01-01,Qatar,"Juros (%, depósito)",1.74783798612941
2012-01-01,Qatar,"Juros (%, depósito)",1.66721005660568
2013-01-01,Qatar,"Juros (%, depósito)",1.41783879619888
2014-01-01,Qatar,"Juros (%, depósito)",1.35182760396337
2015-01-01,Qatar,"Juros (%, depósito)",1.61199016238632
2016-01-01,Qatar,"Juros (%, depósito)",2.44802942772879
2017-01-01,Qatar,"Juros (%, depósito)",2.9061763109888
2018-01-01,Qatar,"Juros (%, depósito)",3.45193949167197
2019-01-01,Qatar,"Juros (%, depósito)",3.62646892082227
2020-01-01,Qatar,"Juros (%, depósito)",2.51469796719702
2021-01-01,Qatar,"Juros (%, depósito)",1.8783001646825
2022-01-01,Qatar,"Juros (%, depósito)",2.62273924220996
2023-01-01,Qatar,"Juros (%, depósito)",5.007925
2006-01-01,Senegal,"Juros (%, depósito)",7.82166666666667
2007-01-01,Senegal,"Juros (%, depósito)",7.81333333333333
2008-01-01,Senegal,"Juros (%, depósito)",8.12416666666667
2009-01-01,Senegal,"Juros (%, depósito)",8.57916666666667
2010-01-01,Senegal,"Juros (%, depósito)",8.38666666666667
2011-01-01,Senegal,"Juros (%, depósito)",8.50083333333333
2012-01-01,Senegal,"Juros (%, depósito)",7.9925
2013-01-01,Senegal,"Juros (%, depósito)",7.65416666666667
2014-01-01,Senegal,"Juros (%, depósito)",7.25833333333333
2015-01-01,Senegal,"Juros (%, depósito)",6.99833333333333
2016-01-01,Senegal,"Juros (%, depósito)",6.925
2017-01-01,Senegal,"Juros (%, depósito)",6.49
2006-01-01,Serbia,"Juros (%, depósito)",18.3232448042763
2007-01-01,Serbia,"Juros (%, depósito)",12.62
2008-01-01,Serbia,"Juros (%, depósito)",16.1265144614352
2009-01-01,Serbia,"Juros (%, depósito)",15.3866666666667
2010-01-01,Serbia,"Juros (%, depósito)",11.2027777777778
2006-01-01,Uruguay,"Juros (%, depósito)",1.831296
2007-01-01,Uruguay,"Juros (%, depósito)",2.36118066666667
2008-01-01,Uruguay,"Juros (%, depósito)",3.23125725
2009-01-01,Uruguay,"Juros (%, depósito)",4.40058373693104
2010-01-01,Uruguay,"Juros (%, depósito)",4.16579986199277
2011-01-01,Uruguay,"Juros (%, depósito)",4.55463122784372
2012-01-01,Uruguay,"Juros (%, depósito)",4.44982667719485
2013-01-01,Uruguay,"Juros (%, depósito)",4.64794078959411
2014-01-01,Uruguay,"Juros (%, depósito)",4.8980549817206
2015-01-01,Uruguay,"Juros (%, depósito)",5.60230410030744
2016-01-01,Uruguay,"Juros (%, depósito)",5.56579577494518
2017-01-01,Uruguay,"Juros (%, depósito)",5.06613181686738
2018-01-01,Uruguay,"Juros (%, depósito)",5.12184363055967
2019-01-01,Uruguay,"Juros (%, depósito)",5.06717854887154
2020-01-01,Uruguay,"Juros (%, depósito)",4.79461605851154
2021-01-01,Uruguay,"Juros (%, depósito)",3.79903837862317
2022-01-01,Uruguay,"Juros (%, depósito)",6.2350042332006
2023-01-01,Uruguay,"Juros (%, depósito)",8.10136060934534
2006-01-01,Argentina,"PIB (%, cresc. anual)",8.04715150043027
2007-01-01,Argentina,"PIB (%, cresc. anual)",9.00765087504757
2008-01-01,Argentina,"PIB (%, cresc. anual)",4.05723310346406
2009-01-01,Argentina,"PIB (%, cresc. anual)",-5.91852507634947
2010-01-01,Argentina,"PIB (%, cresc. anual)",10.1253981561002
2011-01-01,Argentina,"PIB (%, cresc. anual)",6.00395169280579
2012-01-01,Argentina,"PIB (%, cresc. anual)",-1.0264204544321
2013-01-01,Argentina,"PIB (%, cresc. anual)",2.40532378079436
2014-01-01,Argentina,"PIB (%, cresc. anual)",-2.51261532081394
2015-01-01,Argentina,"PIB (%, cresc. anual)",2.73115982828944
